Category,Cause,Site,Month,Year,Severity,Status,Count
Equipment,Personnel,Acton,Apr,2007,Near Miss,Closed,8
Security,Material,Acton,Apr,2007,Major,Closed,5
Security,Procedure,Acton,Apr,2007,Near Miss,Closed,4
Divergence,Equipment,Acton,Apr,2007,Medium,Closed,7
Divergence,Personnel,Acton,Apr,2007,Near Miss,Closed,10
Complaint,Equipment,Acton,Apr,2007,Medium,Open,3
Complaint,External,Acton,Apr,2007,Major,Open,8
Customer,Training,Concord,Apr,2007,Near Miss,Open,11
Customer,Procedure,Concord,Apr,2007,Major,Closed,3
Spill,Design,Concord,Apr,2007,Near Miss,Closed,10
Spill,Management,Concord,Apr,2007,Medium,Closed,11
Injury,Training,Concord,Apr,2007,Critical,Closed,12
Injury,Personnel,Concord,Apr,2007,Medium,Closed,10
Transport,External,Concord,Apr,2007,Critical,Closed,11
Transport,Material,Concord,Apr,2007,Major,Closed,11
Equipment,Personnel,Concord,Apr,2007,Medium,Closed,9
Equipment,Material,Concord,Apr,2007,Near Miss,Open,10
Security,Equipment,Concord,Apr,2007,Near Miss,Closed,3
Security,Management,Concord,Apr,2007,Critical,Closed,7
Divergence,Procedure,Concord,Apr,2007,Major,Closed,5
Divergence,Training,Concord,Apr,2007,Near Miss,Open,6
Complaint,Management,Concord,Apr,2007,Major,Open,3
Complaint,Personnel,Concord,Apr,2007,Major,Open,8
Customer,Material,Hudson,Apr,2007,Near Miss,Open,7
Customer,Personnel,Hudson,Apr,2007,Medium,Open,6
Spill,Management,Hudson,Apr,2007,Major,Closed,12
Spill,Design,Hudson,Apr,2007,Major,Open,2
Injury,Management,Hudson,Apr,2007,Medium,Closed,10
Injury,Personnel,Hudson,Apr,2007,Near Miss,Closed,9
Transport,Training,Hudson,Apr,2007,Critical,Closed,4
Transport,Procedure,Hudson,Apr,2007,Medium,Closed,10
Equipment,Personnel,Hudson,Apr,2007,Medium,Closed,9
Equipment,Training,Hudson,Apr,2007,Near Miss,Closed,8
Security,Management,Hudson,Apr,2007,Major,Closed,8
Security,Procedure,Hudson,Apr,2007,Near Miss,Closed,5
Divergence,Management,Hudson,Apr,2007,Major,Closed,7
Divergence,Personnel,Hudson,Apr,2007,Medium,Closed,10
Complaint,Procedure,Hudson,Apr,2007,Medium,Closed,12
Complaint,Personnel,Hudson,Apr,2007,Near Miss,Closed,9
Customer,External,Weston,May,2007,Medium,Open,9
Customer,Personnel,Weston,May,2007,Major,Closed,7
Spill,Personnel,Weston,May,2007,Medium,Closed,9
Spill,Procedure,Weston,May,2007,Near Miss,Closed,7
Injury,Management,Weston,May,2007,Major,Closed,13
Injury,Design,Weston,May,2007,Near Miss,Open,5
Transport,External,Weston,May,2007,Medium,Closed,4
Transport,Personnel,Weston,May,2007,Medium,Closed,9
Equipment,Personnel,Weston,May,2007,Medium,Closed,12
Equipment,External,Weston,May,2007,Near Miss,Closed,4
Security,Procedure,Weston,May,2007,Major,Closed,8
Security,Training,Weston,May,2007,Near Miss,Closed,4
Divergence,Personnel,Weston,May,2007,Critical,Closed,9
Divergence,Procedure,Weston,May,2007,Critical,Open,10
Complaint,Personnel,Weston,May,2007,Critical,Open,8
Complaint,Training,Weston,May,2007,Critical,Closed,11
Customer,External,Bolton,May,2007,Critical,Open,8
Customer,Design,Bolton,May,2007,Near Miss,Open,10
Spill,Material,Bolton,May,2007,Medium,Open,8
Spill,External,Bolton,May,2007,Major,Open,7
Injury,Material,Bolton,May,2007,Major,Closed,9
Injury,External,Bolton,May,2007,Major,Closed,5
Transport,Equipment,Bolton,May,2007,Major,Open,12
Transport,Material,Bolton,May,2007,Critical,Closed,6
Equipment,Management,Bolton,May,2007,Medium,Closed,7
Equipment,External,Bolton,May,2007,Critical,Closed,8
Security,Training,Bolton,May,2007,Medium,Closed,9
Security,Management,Bolton,May,2007,Medium,Closed,6
Divergence,Design,Bolton,May,2007,Major,Closed,8
Divergence,Training,Bolton,May,2007,Critical,Closed,11
Complaint,Equipment,Bolton,May,2007,Critical,Closed,5
Complaint,Design,Bolton,May,2007,Medium,Closed,9
Customer,Personnel,Shirley,May,2007,Near Miss,Closed,11
Customer,Management,Shirley,May,2007,Near Miss,Closed,8
Spill,Equipment,Shirley,May,2007,Critical,Closed,10
Spill,Design,Shirley,May,2007,Near Miss,Open,8
Injury,Equipment,Shirley,May,2007,Critical,Closed,7
Injury,Management,Shirley,May,2007,Critical,Open,9
Transport,Design,Shirley,May,2007,Major,Open,13
Transport,Equipment,Shirley,May,2007,Near Miss,Open,8
Equipment,Procedure,Shirley,May,2007,Critical,Closed,8
Equipment,Material,Shirley,May,2007,Major,Closed,5
Security,Training,Shirley,May,2007,Near Miss,Closed,8
Security,External,Shirley,May,2007,Critical,Closed,9
Divergence,Training,Shirley,May,2007,Medium,Closed,9
Divergence,Management,Shirley,May,2007,Near Miss,Open,4
Complaint,Management,Shirley,May,2007,Critical,Closed,8
Complaint,Equipment,Shirley,May,2007,Major,Open,7
Customer,Personnel,Lincoln,May,2007,Medium,Closed,7
Customer,Management,Lincoln,May,2007,Near Miss,Closed,9
Spill,Management,Lincoln,May,2007,Critical,Open,10
Spill,Personnel,Lincoln,May,2007,Medium,Closed,6
Injury,Management,Lincoln,May,2007,Critical,Closed,10
Injury,External,Lincoln,May,2007,Near Miss,Closed,6
Transport,Material,Lincoln,May,2007,Medium,Closed,4
Transport,Training,Lincoln,May,2007,Medium,Closed,9
Equipment,External,Lincoln,May,2007,Critical,Open,8
Equipment,Personnel,Lincoln,May,2007,Major,Closed,6
Security,Training,Lincoln,May,2007,Major,Closed,11
Security,Personnel,Lincoln,May,2007,Medium,Closed,8
Divergence,Equipment,Lincoln,May,2007,Medium,Closed,8
Divergence,Personnel,Lincoln,May,2007,Critical,Closed,7
Complaint,Personnel,Lincoln,May,2007,Medium,Open,8
Complaint,Equipment,Lincoln,May,2007,Critical,Open,7
Customer,External,Maynard,May,2007,Medium,Closed,9
Customer,Procedure,Maynard,May,2007,Near Miss,Open,10
Spill,External,Maynard,May,2007,Medium,Closed,8
Spill,Material,Maynard,May,2007,Medium,Closed,8
Injury,Material,Maynard,May,2007,Medium,Open,7
Injury,Design,Maynard,May,2007,Near Miss,Closed,8
Transport,Management,Maynard,May,2007,Near Miss,Closed,9
Transport,Training,Maynard,May,2007,Critical,Open,6
Equipment,Design,Maynard,May,2007,Critical,Closed,8
Equipment,Training,Maynard,May,2007,Medium,Closed,7
Security,Training,Maynard,May,2007,Critical,Closed,7
Security,Personnel,Maynard,May,2007,Medium,Closed,11
Divergence,Material,Maynard,May,2007,Major,Open,10
Divergence,Management,Maynard,May,2007,Medium,Open,7
Complaint,Management,Maynard,May,2007,Critical,Closed,8
Complaint,External,Maynard,May,2007,Medium,Closed,7
Customer,Design,Acton,May,2007,Medium,Closed,7
Customer,External,Acton,May,2007,Medium,Open,6
Spill,Training,Acton,May,2007,Critical,Closed,8
Spill,Management,Acton,May,2007,Medium,Closed,9
Injury,Design,Acton,May,2007,Medium,Closed,7
Injury,Procedure,Acton,May,2007,Major,Closed,11
Transport,Design,Acton,May,2007,Medium,Closed,11
Transport,Procedure,Acton,May,2007,Medium,Closed,15
Equipment,Procedure,Acton,May,2007,Near Miss,Closed,6
Equipment,Personnel,Acton,May,2007,Major,Closed,9
Security,Personnel,Acton,May,2007,Critical,Open,7
Security,Material,Acton,May,2007,Near Miss,Closed,12
Divergence,External,Acton,May,2007,Major,Closed,9
Divergence,Equipment,Acton,May,2007,Major,Closed,8
Complaint,Management,Acton,May,2007,Near Miss,Closed,14
Complaint,Procedure,Acton,May,2007,Medium,Closed,7
Customer,External,Concord,May,2007,Critical,Closed,5
Customer,Training,Concord,May,2007,Critical,Open,9
Spill,External,Concord,May,2007,Near Miss,Closed,9
Spill,Training,Concord,May,2007,Medium,Closed,10
Injury,Training,Concord,May,2007,Near Miss,Open,6
Injury,Management,Concord,May,2007,Major,Closed,6
Transport,Training,Concord,May,2007,Critical,Open,5
Transport,External,Concord,May,2007,Medium,Closed,4
Equipment,Design,Concord,May,2007,Medium,Closed,7
Equipment,Training,Concord,May,2007,Near Miss,Open,11
Security,Procedure,Concord,May,2007,Critical,Closed,15
Security,External,Concord,May,2007,Near Miss,Open,7
Divergence,Equipment,Concord,May,2007,Near Miss,Closed,4
Divergence,Management,Concord,May,2007,Critical,Closed,10
Complaint,Personnel,Concord,May,2007,Critical,Open,11
Complaint,External,Concord,May,2007,Medium,Open,9
Customer,External,Hudson,May,2007,Critical,Open,8
Customer,Material,Hudson,May,2007,Medium,Closed,5
Spill,Management,Hudson,May,2007,Near Miss,Open,8
Spill,External,Hudson,May,2007,Medium,Open,10
Injury,Personnel,Hudson,May,2007,Critical,Closed,7
Injury,Procedure,Hudson,May,2007,Near Miss,Closed,6
Transport,External,Hudson,May,2007,Critical,Closed,9
Transport,Training,Hudson,May,2007,Major,Closed,5
Equipment,Equipment,Hudson,May,2007,Critical,Closed,13
Equipment,Design,Hudson,May,2007,Major,Closed,5
Security,Training,Hudson,May,2007,Major,Closed,9
Security,Equipment,Hudson,May,2007,Medium,Closed,10
Divergence,Equipment,Hudson,May,2007,Major,Open,9
Divergence,Material,Hudson,May,2007,Critical,Closed,9
Complaint,Equipment,Hudson,May,2007,Major,Closed,8
Complaint,External,Hudson,May,2007,Major,Open,9
Customer,Procedure,Weston,Jun,2007,Near Miss,Closed,8
Customer,Equipment,Weston,Jun,2007,Medium,Open,6
Spill,Management,Weston,Jun,2007,Critical,Open,7
Spill,Training,Weston,Jun,2007,Near Miss,Closed,8
Injury,External,Weston,Jun,2007,Major,Open,11
Injury,Equipment,Weston,Jun,2007,Major,Closed,8
Transport,Management,Weston,Jun,2007,Major,Open,11
Transport,Procedure,Weston,Jun,2007,Major,Closed,5
Equipment,Training,Weston,Jun,2007,Near Miss,Open,10
Equipment,External,Weston,Jun,2007,Medium,Open,6
Security,Personnel,Weston,Jun,2007,Critical,Closed,2
Security,External,Weston,Jun,2007,Critical,Open,7
Divergence,Equipment,Weston,Jun,2007,Critical,Closed,5
Divergence,Design,Weston,Jun,2007,Critical,Closed,5
Complaint,Design,Weston,Jun,2007,Near Miss,Open,12
Complaint,Personnel,Weston,Jun,2007,Near Miss,Open,10
Customer,Equipment,Bolton,Jun,2007,Critical,Open,8
Customer,Training,Bolton,Jun,2007,Medium,Closed,4
Spill,Equipment,Bolton,Jun,2007,Critical,Closed,6
Spill,External,Bolton,Jun,2007,Medium,Open,6
Injury,Design,Bolton,Jun,2007,Medium,Closed,9
Injury,Equipment,Bolton,Jun,2007,Major,Open,4
Transport,Training,Bolton,Jun,2007,Major,Closed,6
Transport,Material,Bolton,Jun,2007,Near Miss,Open,7
Equipment,Training,Bolton,Jun,2007,Major,Closed,12
Equipment,Design,Bolton,Jun,2007,Medium,Open,13
Security,Design,Bolton,Jun,2007,Near Miss,Closed,8
Security,Material,Bolton,Jun,2007,Near Miss,Closed,10
Divergence,Procedure,Bolton,Jun,2007,Near Miss,Closed,10
Divergence,Material,Bolton,Jun,2007,Critical,Open,2
Complaint,Material,Bolton,Jun,2007,Medium,Closed,6
Complaint,Management,Bolton,Jun,2007,Medium,Closed,2
Customer,External,Shirley,Jun,2007,Near Miss,Closed,5
Customer,Procedure,Shirley,Jun,2007,Critical,Open,9
Spill,Procedure,Shirley,Jun,2007,Major,Closed,11
Spill,External,Shirley,Jun,2007,Critical,Open,7
Injury,Design,Shirley,Jun,2007,Medium,Closed,3
Injury,Procedure,Shirley,Jun,2007,Major,Open,9
Transport,Personnel,Shirley,Jun,2007,Medium,Closed,8
Transport,Equipment,Shirley,Jun,2007,Critical,Closed,8
Equipment,External,Shirley,Jun,2007,Critical,Closed,5
Equipment,Procedure,Shirley,Jun,2007,Near Miss,Closed,13
Security,Personnel,Shirley,Jun,2007,Medium,Open,9
Security,Equipment,Shirley,Jun,2007,Medium,Open,7
Divergence,Design,Shirley,Jun,2007,Medium,Closed,8
Divergence,Equipment,Shirley,Jun,2007,Near Miss,Closed,4
Complaint,Training,Shirley,Jun,2007,Major,Open,10
Complaint,Personnel,Shirley,Jun,2007,Near Miss,Closed,12
Customer,Training,Lincoln,Jun,2007,Critical,Open,11
Customer,Design,Lincoln,Jun,2007,Medium,Closed,13
Spill,Equipment,Lincoln,Jun,2007,Medium,Closed,3
Spill,Material,Lincoln,Jun,2007,Medium,Open,5
Injury,Procedure,Lincoln,Jun,2007,Major,Closed,7
Injury,Material,Lincoln,Jun,2007,Near Miss,Closed,12
Transport,Material,Lincoln,Jun,2007,Near Miss,Closed,13
Transport,Equipment,Lincoln,Jun,2007,Near Miss,Closed,8
Equipment,Material,Lincoln,Jun,2007,Medium,Open,5
Equipment,External,Lincoln,Jun,2007,Major,Closed,9
Security,Personnel,Lincoln,Jun,2007,Critical,Closed,5
Security,Management,Lincoln,Jun,2007,Near Miss,Closed,8
Divergence,External,Lincoln,Jun,2007,Medium,Closed,6
Divergence,Material,Lincoln,Jun,2007,Medium,Closed,8
Complaint,Equipment,Lincoln,Jun,2007,Major,Closed,8
Complaint,Personnel,Lincoln,Jun,2007,Near Miss,Closed,7
Customer,Equipment,Maynard,Jun,2007,Critical,Closed,5
Customer,Material,Maynard,Jun,2007,Near Miss,Closed,6
Spill,Personnel,Maynard,Jun,2007,Major,Closed,8
Spill,Procedure,Maynard,Jun,2007,Medium,Closed,8
Injury,Personnel,Maynard,Jun,2007,Major,Closed,2
Injury,Design,Maynard,Jun,2007,Critical,Closed,5
Transport,Procedure,Maynard,Jun,2007,Near Miss,Closed,14
Transport,Training,Maynard,Jun,2007,Critical,Closed,8
Equipment,Management,Maynard,Jun,2007,Medium,Open,11
Equipment,Procedure,Maynard,Jun,2007,Medium,Open,9
Security,Material,Maynard,Jun,2007,Medium,Closed,7
Security,Training,Maynard,Jun,2007,Critical,Closed,8
Divergence,Equipment,Maynard,Jun,2007,Medium,Closed,8
Divergence,External,Maynard,Jun,2007,Critical,Closed,3
Complaint,External,Maynard,Jun,2007,Near Miss,Open,10
Complaint,Design,Maynard,Jun,2007,Major,Open,9
Customer,Management,Acton,Jun,2007,Major,Closed,7
Customer,Equipment,Acton,Jun,2007,Near Miss,Closed,10
Spill,Procedure,Acton,Jun,2007,Near Miss,Closed,6
Spill,Material,Acton,Jun,2007,Major,Open,9
Injury,Training,Acton,Jun,2007,Critical,Closed,5
Injury,Personnel,Acton,Jun,2007,Major,Closed,10
Transport,Training,Acton,Jun,2007,Critical,Open,8
Transport,Design,Acton,Jun,2007,Medium,Closed,14
Equipment,Material,Acton,Jun,2007,Near Miss,Closed,6
Equipment,Training,Acton,Jun,2007,Major,Closed,7
Security,Equipment,Acton,Jun,2007,Major,Closed,9
Security,Design,Acton,Jun,2007,Medium,Closed,5
Divergence,Design,Acton,Jun,2007,Major,Closed,11
Divergence,Training,Acton,Jun,2007,Major,Closed,12
Complaint,Material,Acton,Jun,2007,Major,Open,10
Complaint,Training,Acton,Jun,2007,Medium,Closed,5
Customer,Personnel,Concord,Jun,2007,Medium,Closed,6
Customer,External,Concord,Jun,2007,Near Miss,Closed,10
Spill,Procedure,Concord,Jun,2007,Near Miss,Closed,8
Spill,Management,Concord,Jun,2007,Near Miss,Open,11
Injury,Design,Concord,Jun,2007,Major,Closed,4
Injury,Personnel,Concord,Jun,2007,Near Miss,Closed,6
Transport,Management,Concord,Jun,2007,Near Miss,Closed,10
Transport,Personnel,Concord,Jun,2007,Major,Closed,13
Equipment,Personnel,Concord,Jun,2007,Critical,Closed,10
Equipment,External,Concord,Jun,2007,Medium,Closed,10
Security,Material,Concord,Jun,2007,Medium,Closed,4
Security,External,Concord,Jun,2007,Major,Open,8
Divergence,Management,Concord,Jun,2007,Near Miss,Closed,4
Divergence,Training,Concord,Jun,2007,Critical,Closed,7
Complaint,Material,Concord,Jun,2007,Major,Closed,13
Complaint,External,Concord,Jun,2007,Critical,Open,7
Customer,Personnel,Hudson,Jun,2007,Critical,Open,10
Customer,Design,Hudson,Jun,2007,Major,Open,17
Spill,Personnel,Hudson,Jun,2007,Medium,Open,1
Spill,Management,Hudson,Jun,2007,Near Miss,Open,5
Injury,Equipment,Hudson,Jun,2007,Critical,Closed,6
Injury,Personnel,Hudson,Jun,2007,Critical,Open,6
Transport,Equipment,Hudson,Jun,2007,Major,Closed,10
Transport,Design,Hudson,Jun,2007,Critical,Closed,7
Equipment,Management,Hudson,Jun,2007,Medium,Closed,9
Equipment,Material,Hudson,Jun,2007,Major,Closed,11
Security,Management,Hudson,Jun,2007,Major,Closed,5
Security,Training,Hudson,Jun,2007,Critical,Open,8
Divergence,Training,Hudson,Jun,2007,Near Miss,Open,7
Divergence,Design,Hudson,Jun,2007,Near Miss,Open,12
Complaint,Procedure,Hudson,Jun,2007,Major,Closed,15
Complaint,Equipment,Hudson,Jun,2007,Medium,Closed,8
Customer,Material,Weston,Jul,2007,Medium,Closed,5
Customer,External,Weston,Jul,2007,Critical,Closed,10
Spill,Design,Weston,Jul,2007,Near Miss,Open,5
Spill,Equipment,Weston,Jul,2007,Medium,Closed,12
Injury,Management,Weston,Jul,2007,Critical,Open,5
Injury,Design,Weston,Jul,2007,Medium,Open,10
Transport,Material,Weston,Jul,2007,Near Miss,Closed,6
Transport,Procedure,Weston,Jul,2007,Near Miss,Closed,14
Equipment,Procedure,Weston,Jul,2007,Critical,Closed,10
Equipment,Training,Weston,Jul,2007,Medium,Closed,4
Security,Personnel,Weston,Jul,2007,Near Miss,Open,3
Security,Design,Weston,Jul,2007,Critical,Open,7
Divergence,Management,Weston,Jul,2007,Critical,Closed,13
Divergence,Design,Weston,Jul,2007,Near Miss,Closed,9
Complaint,External,Weston,Jul,2007,Critical,Open,11
Complaint,Design,Weston,Jul,2007,Medium,Closed,7
Customer,Procedure,Bolton,Jul,2007,Near Miss,Closed,4
Customer,Design,Bolton,Jul,2007,Critical,Open,10
Spill,Material,Bolton,Jul,2007,Critical,Closed,8
Spill,Equipment,Bolton,Jul,2007,Major,Closed,13
Injury,Management,Bolton,Jul,2007,Major,Closed,7
Injury,Equipment,Bolton,Jul,2007,Near Miss,Closed,6
Transport,Training,Bolton,Jul,2007,Critical,Closed,4
Transport,External,Bolton,Jul,2007,Near Miss,Closed,8
Equipment,Equipment,Bolton,Jul,2007,Major,Closed,8
Equipment,Training,Bolton,Jul,2007,Medium,Closed,12
Security,Training,Bolton,Jul,2007,Major,Closed,12
Security,Management,Bolton,Jul,2007,Major,Closed,8
Divergence,Material,Bolton,Jul,2007,Medium,Closed,6
Divergence,Training,Bolton,Jul,2007,Critical,Closed,10
Complaint,Training,Bolton,Jul,2007,Medium,Closed,12
Complaint,Management,Bolton,Jul,2007,Critical,Closed,10
Customer,Management,Shirley,Jul,2007,Medium,Closed,9
Customer,Material,Shirley,Jul,2007,Near Miss,Closed,10
Spill,Personnel,Shirley,Jul,2007,Medium,Closed,5
Spill,Management,Shirley,Jul,2007,Major,Open,8
Injury,Design,Shirley,Jul,2007,Near Miss,Closed,6
Injury,Material,Shirley,Jul,2007,Major,Closed,10
Transport,Design,Shirley,Jul,2007,Near Miss,Closed,7
Transport,Personnel,Shirley,Jul,2007,Critical,Closed,7
Equipment,Material,Shirley,Jul,2007,Major,Closed,9
Equipment,Training,Shirley,Jul,2007,Near Miss,Closed,9
Security,External,Shirley,Jul,2007,Medium,Closed,13
Security,Equipment,Shirley,Jul,2007,Critical,Open,5
Divergence,Procedure,Shirley,Jul,2007,Major,Closed,3
Divergence,Material,Shirley,Jul,2007,Medium,Closed,8
Complaint,External,Shirley,Jul,2007,Near Miss,Closed,7
Complaint,Design,Shirley,Jul,2007,Medium,Closed,6
Customer,Training,Lincoln,Jul,2007,Near Miss,Open,12
Customer,External,Lincoln,Jul,2007,Medium,Open,10
Spill,Design,Lincoln,Jul,2007,Medium,Open,9
Spill,Training,Lincoln,Jul,2007,Medium,Closed,9
Injury,Equipment,Lincoln,Jul,2007,Medium,Open,7
Injury,Design,Lincoln,Jul,2007,Major,Closed,6
Transport,Procedure,Lincoln,Jul,2007,Critical,Closed,7
Transport,Equipment,Lincoln,Jul,2007,Major,Closed,7
Equipment,External,Lincoln,Jul,2007,Near Miss,Open,6
Equipment,Training,Lincoln,Jul,2007,Critical,Closed,11
Security,Management,Lincoln,Jul,2007,Medium,Closed,6
Security,Personnel,Lincoln,Jul,2007,Near Miss,Closed,8
Divergence,Procedure,Lincoln,Jul,2007,Medium,Open,7
Divergence,Personnel,Lincoln,Jul,2007,Medium,Closed,7
Complaint,Management,Lincoln,Jul,2007,Medium,Open,6
Complaint,Design,Lincoln,Jul,2007,Medium,Closed,12
Customer,Training,Maynard,Jul,2007,Medium,Closed,7
Customer,Equipment,Maynard,Jul,2007,Major,Closed,6
Spill,External,Maynard,Jul,2007,Medium,Open,7
Spill,Training,Maynard,Jul,2007,Critical,Closed,14
Injury,Equipment,Maynard,Jul,2007,Major,Closed,4
Injury,Personnel,Maynard,Jul,2007,Major,Closed,10
Transport,Personnel,Maynard,Jul,2007,Medium,Closed,7
Transport,Material,Maynard,Jul,2007,Major,Closed,8
Equipment,Material,Maynard,Jul,2007,Near Miss,Open,5
Equipment,Equipment,Maynard,Jul,2007,Near Miss,Open,11
Security,Design,Maynard,Jul,2007,Critical,Closed,9
Security,Personnel,Maynard,Jul,2007,Near Miss,Closed,11
Divergence,Design,Maynard,Jul,2007,Near Miss,Closed,10
Divergence,External,Maynard,Jul,2007,Near Miss,Closed,13
Complaint,Equipment,Maynard,Jul,2007,Near Miss,Open,5
Complaint,Training,Maynard,Jul,2007,Medium,Open,10
Customer,Equipment,Acton,Jul,2007,Major,Open,5
Customer,Design,Acton,Jul,2007,Major,Closed,7
Spill,Management,Acton,Jul,2007,Critical,Closed,3
Spill,External,Acton,Jul,2007,Near Miss,Closed,9
Injury,Material,Acton,Jul,2007,Critical,Closed,6
Injury,External,Acton,Jul,2007,Near Miss,Closed,8
Transport,Design,Acton,Jul,2007,Medium,Closed,8
Transport,Personnel,Acton,Jul,2007,Major,Open,5
Equipment,External,Acton,Jul,2007,Medium,Closed,11
Equipment,Design,Acton,Jul,2007,Critical,Open,7
Security,Management,Acton,Jul,2007,Major,Closed,9
Security,Material,Acton,Jul,2007,Near Miss,Open,8
Divergence,Training,Acton,Jul,2007,Near Miss,Closed,13
Divergence,External,Acton,Jul,2007,Major,Closed,7
Complaint,Design,Acton,Jul,2007,Near Miss,Closed,13
Complaint,Equipment,Acton,Jul,2007,Critical,Closed,6
Customer,Design,Concord,Jul,2007,Major,Closed,5
Customer,Equipment,Concord,Jul,2007,Critical,Closed,9
Spill,Personnel,Concord,Jul,2007,Medium,Open,7
Spill,Equipment,Concord,Jul,2007,Critical,Closed,5
Injury,Training,Concord,Jul,2007,Near Miss,Open,5
Injury,Equipment,Concord,Jul,2007,Medium,Closed,7
Transport,Equipment,Concord,Jul,2007,Major,Closed,10
Transport,Management,Concord,Jul,2007,Critical,Closed,13
Equipment,Management,Concord,Jul,2007,Major,Closed,11
Equipment,External,Concord,Jul,2007,Medium,Open,9
Security,Design,Concord,Jul,2007,Medium,Closed,4
Security,Personnel,Concord,Jul,2007,Near Miss,Open,4
Divergence,Design,Concord,Jul,2007,Major,Closed,10
